name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,prediction
Maruti Swift Dzire VDi,2012,415000,108000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,333259.7328694537
Mahindra Bolero DI,2011,380000,80000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,282150.8142898977
Maruti Ritz VDi,2012,300000,70000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,190Nm@ 2000rpm,5.0,381047.21293124557
Honda City 2017-2020 EXi,2006,158000,140000,Petrol,Individual,Manual,Third Owner,17.7,1497.0,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,50801.11250497401
Hyundai i20 Asta 1.4 CRDi,2013,459999,60000,Diesel,Individual,Manual,Second Owner,21.27,1396.0,88.76,219.6Nm@ 1500-2750rpm,5.0,486558.0892011076
Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,140Nm@ 1800-3000rpm,5.0,339012.87376546115
Maruti Alto 800 LXI Anniversary Edition,2014,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5.0,124627.43207203597
Maruti Wagon R VXI BS IV,2008,135000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,12646.040557786822
Maruti Alto LXi,2007,95000,70000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-195975.26680026948
Honda Brio V MT,2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0,425653.86619686335
Maruti Alto LXi,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,-277031.7531011626
Maruti 800 DX,1999,52000,100000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,-511254.38060147315
Maruti Swift Dzire VXi,2010,240000,143000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5.0,277009.4549853951
Hyundai i10 Magna 1.1L,2008,250000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,26654.018755465746
Hyundai i20 2015-2017 Sportz 1.2,2017,440000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,462230.7596375942
Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,22.4 kgm at 1750-2750rpm,5.0,452646.3709258884
Hyundai i10 Asta,2012,350000,25000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5.0,363907.8815190494
Honda City i DTec SV,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,731325.1284246966
